comment,blacklist_suggestions,overall_quality,factual_correctness,readability,rating_time,warm_up,user_suggestions,action_coherence,linguistic_difference,content_similarity,identical_information,exhaustive_information,story_edit,story_old,grammar,implicit_fact_check,citation_correct,context_realization,false_gender,false_mood,matches_fandom,positive_comment,positive_example,negative_comment,negative_example,implicit_fc_comment,implicit_fc_example,positive_comment_topic,negative_comment_topic,story_id,listvalue,story_group,length,topk,temperature,likelihood_score,hash,version,amount_fallbacks,duration_generation,dur_score,user,date
-1,-1,60,100,75,15:29,1,-1,100,60,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,I,-1,-1,-1,96837,1,,,,,,3ec9e062c20222a1fe62de2eed1efa17,,1,22.95344066619873,5.439530849456787,53332,2022-07-11 10:26:55
-1,-1,70,100,75,10:59,0,-1,100,60,90,100,100,-1,-1,90,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96873,2,,,,,,2d845d72c195c809f4e52734cc9a8b85,,0,28.119949340820312,7.315543413162231,53332,2022-07-11 10:38:07
-1,-1,50,100,75,7:6,0,-1,100,60,90,100,75,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96864,2,,,,,,6e7708940cd9a7a03e332c4ab73a9d6e,,0,11.7315936088562,2.8363571166992188,53332,2022-07-11 10:50:58
-1,-1,60,100,50,10:57,0,-1,100,60,90,100,100,-1,-1,70,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96827,1,,,,,,56424b19865411e5f623e80a2354318a,,0,33.13672399520874,10.271867036819458,53332,2022-07-11 11:01:57
-1,-1,70,100,100,7:0,0,-1,100,50,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96849,1,,,,,,6f1726c548f1b93fb3a5566daec56b16,,0,14.032985925674438,3.699632406234741,53332,2022-07-11 11:08:58
-1,-1,80,100,100,17:43,0,-1,100,70,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96858,2,,,,,,9edab9f89822c0a732ce1f8aef8b443c,,0,31.45601487159729,8.351928949356079,53332,2022-07-11 11:26:42
-1,-1,60,100,50,30:4,0,-1,100,60,90,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96890,2,,,,,,a1945d87fde73fc6c799fe6b1d594b40,,0,36.41954755783081,13.584901094436646,53332,2022-07-11 11:56:48
-1,-1,60,100,75,6:51,0,-1,100,60,100,100,100,-1,-1,80,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96829,1,,,,,,12537b25341ca99485befcf8cb378312,,0,20.73605847358704,5.702805280685425,53332,2022-07-11 12:27:00
-1,-1,60,100,75,12:15,0,-1,100,70,90,100,75,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96861,2,,,,,,d7b1eaa1abcd06a5dccbe78838dd1bde,,0,14.200198650360107,4.011988162994385,53332,2022-07-11 12:39:35
-1,-1,70,100,75,13:54,1,-1,100,70,70,100,75,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,Hier wird aus &quot;auf seine Mutter getroffen&quot; (Input) im Output &quot;von der Mutter getroffen&quot;. Im Input begegnet der Täter also seiner Mutter. Im Output klingt es&comma; als würde seine Mutter etwas auf ihn werfen/schießen und ihn damit treffen. ,Anschließend sei er auf dem Weg zur Haustür von der Mutter getroffen worden&comma; die im Flur gerade den Notruf absetzte,-1,-1,96858,2,,,,,,9edab9f89822c0a732ce1f8aef8b443c,,0,31.45601487159729,8.351928949356079,79689,2022-07-11 12:51:49
-1,-1,60,100,50,9:55,1,-1,100,60,70,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,Durch einem Grammatikfehler wird aus &quot;dem Band&quot; - also etwas&comma; das man sich in diesem Fall um den Hals hängen kann - &quot;der Band&quot;&comma; was in diesem Fall wie eine Musikergruppe klingt. Es scheint im Output also als würde Neuer mit seinem Pokal und einer Musikergruppe feiern&comma; während er im Input mit einem Pokal und einem Band mit einer Plakette um den Hals feiert,Später feierte Neuer mit dem Pokal in der Hand sowie der Band mit einer Plakette um den Hals. ,-1,-1,96839,1,,,,,,50fb94cabfd07c1287c9b12a85094ae7,,0,18.753828287124637,6.184562921524048,79689,2022-07-11 13:01:45
-1,-1,70,100,75,23:37,0,-1,100,60,90,100,100,-1,-1,80,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96855,1,,,,,,1c04eeaecff0f86cdf0f97e30494fc12,,0,27.57166314125061,10.785487174987791,53332,2022-07-11 13:03:14
-1,-1,30,100,75,3:42,1,-1,100,30,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96847,1,,,,,,1222d95c92fe42fdd3b34cb39eec2007,,0,18.10615587234497,4.435896396636963,79689,2022-07-11 13:05:27
-1,-1,70,100,100,4:42,0,-1,100,60,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96822,1,,,,,,26b738aaaf98abd3615a685023fa4e92,,0,18.645395040512085,5.017008066177368,53332,2022-07-11 13:07:57
-1,-1,50,100,75,4:51,1,-1,100,50,90,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96883,2,,,,,,00b81702cbdd45532d94ce5febfff46d,,0,17.626961708068848,5.260524272918701,79689,2022-07-11 13:10:19
-1,-1,70,100,100,3:39,0,-1,100,70,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96846,1,,,,,,12769f48a3bae9af3932e729a63fdb93,,0,14.106548309326172,3.22158432006836,79689,2022-07-11 13:13:59
-1,-1,60,100,75,15:51,0,-1,100,60,90,100,100,-1,-1,90,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96903,2,,,,,,453ebaef5ea97a48f75cc7aa2aa812a7,,0,26.93070936203003,10.500567197799684,53332,2022-07-11 13:23:50
-1,-1,70,100,100,14:2,0,-1,100,60,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96905,2,,,,,,5de38a6989eb06feaedc0f5fbfbda818,,0,10.71070122718811,1.304701566696167,79689,2022-07-11 13:28:03
-1,-1,70,100,100,9:55,0,-1,100,60,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96830,1,,,,,,2cefd0fd3df78b7af2dc971f70dd430a,,0,8.136627674102783,2.270456075668335,53332,2022-07-11 13:33:49
-1,-1,30,100,75,6:12,0,-1,100,30,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96867,2,,,,,,4da19ae2218284341ce3dc2ad39a7166,,0,26.071133852005005,7.049675941467285,79689,2022-07-11 13:34:16
-1,-1,70,100,100,1:34,0,-1,100,60,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96830,1,,,,,,2cefd0fd3df78b7af2dc971f70dd430a,,0,8.136627674102783,2.270456075668335,79689,2022-07-11 13:35:51
-1,-1,70,100,75,2:55,0,-1,100,70,70,100,75,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96861,2,,,,,,d7b1eaa1abcd06a5dccbe78838dd1bde,,0,14.200198650360107,4.011988162994385,79689,2022-07-11 13:38:48
-1,-1,70,100,75,8:31,0,-1,100,60,100,100,100,-1,-1,80,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96855,1,,,,,,1c04eeaecff0f86cdf0f97e30494fc12,,0,27.57166314125061,10.785487174987791,79689,2022-07-11 14:46:32
-1,-1,90,100,100,5:24,0,-1,100,80,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96854,1,,,,,,233f54b56c16ece307e5d1720e68753e,,0,14.979421854019163,3.794835090637207,79689,2022-07-11 14:51:57
-1,-1,50,100,100,16:19,0,-1,100,50,80,100,100,-1,-1,80,75,100,-1,100,100,-1,-1,-1,-1,-1,Es klingt durch die abgeänderte Wortwahl im Output&comma; als wären die Parteien Union und SPD der Bundespolizei zugehörig. ,Union und SPD der Bundespolizei erlauben in ihrem Entwurf für die Gesetzesnovelle erstmals die Quellen-Telekommunikationsüberwachung&comma; also die Überwachung verschlüsselter Kommunikation,-1,-1,96876,2,,,,,,ef8943ae9776f05bac23156d1fb41a4b,,0,33.50529932975769,9.41208267211914,79689,2022-07-11 15:08:17
-1,-1,30,100,100,2:45,0,-1,100,30,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96845,1,,,,,,8272efdf8b857a849949aba15114792a,,0,14.032310247421265,2.5487923622131348,79689,2022-07-11 15:11:17
-1,-1,60,100,75,2:8,0,-1,100,60,70,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96880,2,,,,,,f2264ae64d86cd01e4d77af07d316d93,,0,7.509518623352051,1.9538769721984863,79689,2022-07-11 15:13:54
-1,-1,60,100,75,14:0,1,-1,75,70,80,100,100,-1,-1,80,50,100,-1,100,100,-1,-1,-1,-1,-1,1. Im Input steht&comma; dass er das Haus nur verlassen &quot;wollte&quot;&comma; es tatsächlich aber nicht getan hat. Das &quot;wollen&quot; fehlt im Output&comma; und daher passt auch der folgende Satz nicht&comma; wonach der Vater ihn am Verlassen gehindert hat.2. Im Input steht&comma; er sei &quot;auf seine Mutter getroffen&quot;&comma; die Variante im Output (&quot;von der Mutter getroffen worden&quot;) impliziert&comma; dass sie auf ihn geschossen hat oder etwas Ähnliches,1. Vielmehr habe er am Abend das Haus verlassen&comma; nachdem ihn die Eltern den ganzen Tag mit Fragen &quot;schikaniert&quot; hätten&comma; erklärte der 32-Jährige.2. Anschließend sei er auf dem Weg zur Haustür von der Mutter getroffen worden&comma; die im Flur gerade den Notruf absetzte,-1,-1,96858,2,,,,,,9edab9f89822c0a732ce1f8aef8b443c,,0,31.45601487159729,8.351928949356079,12802,2022-07-12 06:47:14
-1,-1,70,100,75,4:59,1,-1,100,80,100,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96833,1,,,,,,c47a1174c8c49345905acd38e45b1175,,0,18.25127220153809,5.43189549446106,12802,2022-07-12 06:52:14
-1,-1,60,100,75,8:17,1,-1,100,60,90,100,75,-1,-1,80,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96871,2,,,,,,a649451c5a1df9eba20070f71eadd501,,0,30.77267169952393,8.072403192520142,12802,2022-07-12 07:00:34
-1,-1,50,100,75,19:28,1,-1,100,60,80,100,75,-1,-1,70,75,100,-1,100,100,-1,-1,-1,-1,-1,1. Es geht eigentlich darum&comma; dass sie in Österreich leben und in Deutschland arbeiten,1. Gut 11.100 Beschäftigte arbeiteten in Österreich&comma; die in Deutschland sozialversicherungspflichtig arbeiten,-1,-1,96842,1,,,,,,e07c9a078f26646f02a4cdeed3dc6f6a,,0,36.979440689086914,13.935224056243896,12802,2022-07-12 07:20:04
-1,-1,50,100,100,1:56,0,-1,75,60,100,100,100,-1,-1,90,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96897,2,,,,,,f3b064241db7f8a16c2722b0aa534b06,,0,13.871901512145996,3.606311321258545,12802,2022-07-12 07:22:01
-1,-1,50,100,100,6:27,0,-1,75,50,100,100,100,-1,-1,80,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96856,1,,,,,,0e106b99829d8f8df9fa20d51f4f61c8,,0,18.34634494781494,5.809093236923218,12802,2022-07-12 07:28:30
-1,-1,20,100,100,2:54,0,-1,100,20,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96864,2,,,,,,6e7708940cd9a7a03e332c4ab73a9d6e,,0,11.7315936088562,2.8363571166992188,12802,2022-07-12 07:31:25
-1,-1,60,100,75,14:54,1,-1,100,60,90,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96877,2,,,,,,124a03d123022e6f48025b8bd8d8af29,,0,32.98041677474976,9.993035554885864,53332,2022-07-12 09:41:31
-1,-1,60,100,75,7:20,1,-1,100,60,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96893,2,,,,,,a59f03c76c7a45a02634cb0d2d8b52ad,,0,13.923423290252686,2.4873592853546143,53332,2022-07-12 09:48:53
-1,-1,80,100,100,14:34,1,-1,100,60,100,100,100,-1,-1,100,100,-1,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96817,1,,,,,,01f45ef1194adddf821957fef206b604,,0,26.294557571411133,7.363957643508911,53332,2022-07-12 10:03:32
-1,-1,50,100,75,11:16,1,-1,100,60,90,100,100,-1,-1,80,75,100,-1,100,-1,-1,-1,-1,-1,-1,-1,47 Jahre alter =/= ... älterer,-1,-1,96869,2,,,,,,24385f116fcb8e1e37bcc292337f8a2e,,0,18.038158655166622,6.031929969787598,53332,2022-07-12 10:14:49
-1,-1,60,100,50,10:49,0,-1,100,60,100,100,100,-1,-1,60,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96834,1,,,,,,e5eff369b14aa4bc81bc405ddeba1eb9,,0,23.058088541030884,9.020877361297607,53332,2022-07-12 10:25:45
-1,-1,70,100,100,27:43,0,-1,100,60,100,100,100,-1,-1,100,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,Kleiner Fehler&comma; aber: debattieren =/= diskutieren,-1,-1,96847,1,,,,,,1222d95c92fe42fdd3b34cb39eec2007,,0,18.10615587234497,4.435896396636963,53332,2022-07-12 10:53:29
-1,-1,60,100,75,12:4,0,-1,100,50,100,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96888,2,,,,,,1bcb424fe73002c3316a8cb76e7f3a64,,0,19.07991862297058,4.921849489212036,53332,2022-07-12 11:05:52
-1,-1,50,100,75,3:43,0,-1,100,50,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96880,2,,,,,,f2264ae64d86cd01e4d77af07d316d93,,0,7.509518623352051,1.9538769721984863,53332,2022-07-12 11:09:36
-1,-1,70,100,100,15:20,0,-1,100,70,90,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,Haus verlassen =/= Haus verlassen wollen,-1,-1,96808,1,,,,,,3669cb3a26a3c2ca5c89415bd2e10ebc,,0,32.0451934337616,8.582142114639282,53332,2022-07-12 11:25:01
-1,-1,50,75,75,16:21,0,-1,100,70,80,75,100,-1,-1,60,75,100,-1,100,100,-1,-1,-1,-1,-1,Output klingt&comma; als hätte die Untersuchung bereits Aufschluss gegeben,&quot;Ob in der Fabrik mit zugelassenen Sprengstoffen und Materialien gearbeitet worden sei&comma; solle nun eine Untersuchung ergeben haben.&quot;,-1,-1,96838,1,,,,,,796b0192d8f149e681f11003ce7d8f02,,0,26.265212774276733,9.018213510513306,53332,2022-07-12 11:41:29
-1,-1,70,100,100,6:59,1,-1,100,70,80,100,100,-1,-1,100,75,100,-1,100,100,-1,-1,-1,-1,-1,Es klingt&comma; als existierten die Einrichtungen nicht mehr&comma; während im Input auf die Existenz der Einrichtungen hingewiesen wird,In Nürnberg hätten mehrere Einrichtungen&comma; darunter eine städtische&comma; existiert&comma; in denen geschützte Mutter-Kind-Räume bereitstünden&comma; wies die Stadt dazu auf,-1,-1,96859,2,,,,,,bfdac21263d50c10b9fe470e9fa5f94e,,0,24.979405879974365,8.592546224594116,79689,2022-07-12 12:02:01
-1,-1,60,100,50,2:45,1,-1,100,60,80,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96833,1,,,,,,c47a1174c8c49345905acd38e45b1175,,0,18.25127220153809,5.43189549446106,79689,2022-07-12 12:05:08
-1,-1,20,100,100,2:25,1,-1,100,20,70,75,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96851,1,,,,,,e026ec8522ee72f21965c03215e028c7,,0,13.01665425300598,4.376064777374268,79689,2022-07-12 12:07:34
-1,-1,60,100,100,1:44,1,-1,100,50,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96893,2,,,,,,a59f03c76c7a45a02634cb0d2d8b52ad,,0,13.923423290252686,2.4873592853546143,79689,2022-07-12 12:09:32
-1,-1,20,100,100,1:54,0,-1,100,20,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96814,1,,,,,,5f0fdc0cf321e779fd1440fd8eebcb55,,0,11.341375589370728,3.118447542190552,79689,2022-07-12 12:11:27
-1,-1,60,100,100,2:52,0,-1,100,60,70,100,75,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96872,2,,,,,,3e49e47eebfd5ba73456310ebbcd7feb,,0,18.904881954193115,5.124969720840454,79689,2022-07-12 12:14:41
-1,-1,70,100,100,9:52,1,-1,100,60,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96899,2,,,,,,115fc1b79697482b3c6fd66c40dbef95,,0,13.45931100845337,4.468333959579468,53332,2022-07-12 13:06:20
-1,-1,30,100,100,4:49,0,-1,100,-1,30,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96901,2,,,,,,d1c9a7901106d8f0915fabc4a1e951be,,0,18.452333450317383,6.05945086479187,79689,2022-07-12 13:08:36
-1,-1,50,100,75,2:23,1,-1,100,60,90,100,75,-1,-1,90,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96859,2,,,,,,bfdac21263d50c10b9fe470e9fa5f94e,,0,24.979405879974365,8.592546224594116,53332,2022-07-12 13:08:53
-1,-1,50,100,75,6:26,0,-1,100,40,100,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96827,1,,,,,,56424b19865411e5f623e80a2354318a,,0,33.13672399520874,10.271867036819458,79689,2022-07-12 13:15:15
-1,-1,70,100,100,8:52,1,-1,100,60,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96811,1,,,,,,74d3fa6f65213cc57e2c3cf992c15c93,,0,14.000635862350464,3.851920366287232,53332,2022-07-12 13:17:46
-1,-1,60,100,75,2:37,0,-1,100,50,100,100,100,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96856,1,,,,,,0e106b99829d8f8df9fa20d51f4f61c8,,0,18.34634494781494,5.809093236923218,79689,2022-07-12 13:17:53
-1,-1,20,100,100,9:56,0,-1,100,10,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96899,2,,,,,,115fc1b79697482b3c6fd66c40dbef95,,0,13.45931100845337,4.468333959579468,79689,2022-07-12 13:27:50
-1,-1,70,75,100,14:59,1,-1,100,60,90,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96895,2,,,,,,016a6a5e9c0657fb2d36002f435e9bd1,,0,18.08259749412537,4.297065734863281,53332,2022-07-12 13:32:47
-1,-1,10,100,100,4:56,0,-1,100,10,80,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96891,2,,,,,,019f76c6b9622e3176a8cda2fbccf967,,1,18.24168276786804,5.397316932678223,79689,2022-07-12 13:32:55
-1,-1,70,100,100,3:47,0,-1,100,70,100,100,100,-1,-1,100,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96849,1,,,,,,6f1726c548f1b93fb3a5566daec56b16,,0,14.032985925674438,3.699632406234741,79689,2022-07-12 13:36:46
-1,-1,60,100,75,8:26,0,-1,100,70,90,100,100,-1,-1,90,100,100,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96809,1,,,,,,104c5becaaa029d2aae20e272df37447,,0,25.5883731842041,9.114015102386476,53332,2022-07-12 13:41:14
-1,-1,50,100,100,7:14,0,-1,100,40,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96900,2,,,,,,cce5186b0c5da0ee2cce90bf0c8e598a,,0,22.19110107421875,5.061188459396362,79689,2022-07-12 13:44:01
-1,-1,70,100,100,12:11,0,-1,100,70,90,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,Output klingt&comma; als wären die Betroffenen selbst verantwortlich,&quot;...Umweltschäden in Nigeria durch dortige Betroffene...&quot;,-1,-1,96867,2,,,,,,4da19ae2218284341ce3dc2ad39a7166,,0,26.071133852005005,7.049675941467285,53332,2022-07-12 13:53:27
-1,-1,70,100,75,23:48,1,-1,75,70,90,100,100,-1,-1,90,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,1: falsches Synonym &quot;schwärmte der Oberbürgermeister&quot; statt &quot;schimpfte&quot;,-1,-1,96895,2,,,,,,016a6a5e9c0657fb2d36002f435e9bd1,,0,18.08259749412537,4.297065734863281,50504,2022-07-14 11:24:09
-1,-1,50,100,50,25:2,1,-1,75,60,90,100,100,-1,-1,60,75,100,-1,-1,100,-1,-1,-1,-1,-1,-1,1: &quot;Wegen Umweltschäden in Nigeria durch dortige Betroffene&quot; Klingt durch die Präposition und Satzstellung so&comma; als seien die Umweltschäden von den Betroffenen ausgelöst worden,-1,-1,96817,1,,,,,,01f45ef1194adddf821957fef206b604,,0,26.294557571411133,7.363957643508911,50504,2022-07-14 11:49:13
-1,-1,50,100,50,2:55,1,-1,100,60,80,100,100,-1,-1,60,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,1. &quot;Die Stellen beim künstlerischen Intendanten der Kulturhauptstadt 2025 und dem Geschäftsführer&quot; Klingt so&comma; als seien die Stellen Assistenten der beiden und nciht die stellen selbst wegen der Präposition &quot;bei&quot; statt &quot;für&quot; ,-1,-1,96853,1,,,,,,5219c7306927d7bb13ca3b03ff8412d2,,0,19.079150199890137,6.361278533935547,50504,2022-07-14 11:52:09
-1,-1,40,100,25,6:40,1,-1,75,50,70,100,50,-1,-1,70,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96898,2,,,,,,a9471feb3ad559b2b1673fc8c8bf42a3,,0,37.53590178489685,13.299694061279297,50504,2022-07-14 11:58:53
-1,-1,10,100,75,10:16,0,-1,100,40,70,100,75,-1,-1,20,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96840,1,,,,,,e9f05bbb919bb7ca92ff91e0290b6ee2,,0,19.11717963218689,5.057529211044312,50504,2022-07-14 12:09:10
-1,-1,90,100,75,10:45,0,-1,100,70,90,100,100,-1,-1,80,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96882,2,,,,,,294d48bca4ef63b59e36cf67f23d367a,,0,26.484320878982544,7.397318124771118,50504,2022-07-14 12:20:00
-1,-1,50,100,25,3:58,0,-1,75,60,90,100,100,-1,-1,70,75,100,-1,-1,100,-1,-1,-1,-1,-1,-1,1. Erneut klingt es so&comma; als hätten die Betroffenen die Umweltschäden ausgelöst: &quot;Wegen Umweltschäden in Nigeria durch dortige Betroffene&quot;,-1,-1,96867,2,,,,,,4da19ae2218284341ce3dc2ad39a7166,,0,26.071133852005005,7.049675941467285,50504,2022-07-14 12:24:05
-1,-1,90,100,75,3:16,0,-1,100,70,90,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96830,1,,,,,,2cefd0fd3df78b7af2dc971f70dd430a,,0,8.136627674102783,2.270456075668335,50504,2022-07-14 12:27:22
-1,-1,80,100,75,1:5,0,-1,100,60,100,100,100,-1,-1,90,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96845,1,,,,,,8272efdf8b857a849949aba15114792a,,0,14.032310247421265,2.5487923622131348,50504,2022-07-14 12:33:11
-1,-1,60,100,75,3:30,1,-1,100,70,80,100,100,-1,-1,50,75,100,-1,100,100,-1,-1,-1,-1,-1,-1,1) Synonym &quot;eingefahren&quot; statt &quot;gekämpft&quot; klingt ja so&comma; als hätten sie sehr damit gehadert&comma; auch wenn das Sinn ergibt: &quot;mit dem schlechtesten Sprint-Ergebnis ihrer Geschichte gekämpft.&quot;,-1,-1,96865,2,,,,,,a77784beec85a24c2710d01651b8c97d,,0,23.69402027130127,8.393141508102417,50504,2022-07-14 13:44:22
-1,-1,50,100,75,5:23,1,-1,100,60,90,100,100,-1,-1,50,100,100,-1,100,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,96840,1,,,,,,e9f05bbb919bb7ca92ff91e0290b6ee2,,0,19.11717963218689,5.057529211044312,12802,2022-07-16 07:35:49
-1,-1,50,100,75,9:24,1,-1,75,60,80,75,100,-1,-1,50,75,100,-1,100,100,-1,-1,-1,-1,-1,Faktenfehler durch falsche Zeitform,Input: &quot;Eine Untersuchung solle nun Aufschluss darüber bringen&comma; ob in der Fabrik mit zugelassenen Sprengstoffen und Materialien gearbeitet worden sei. &quot;Output: &quot;Ob in der Fabrik mit zugelassenen Sprengstoffen und Materialien gearbeitet worden sei&comma; solle nun eine Untersuchung ergeben haben.&quot;,-1,-1,96838,1,,,,,,796b0192d8f149e681f11003ce7d8f02,,0,26.265212774276733,9.018213510513306,12802,2022-07-16 07:45:36
